symbol,date,price
6030,7,0.0663945
6030,8,0.0729396277
6030,9,0.0831013056
6030,10,0.1778877593
6030,11,0.2532170238
6030,12,0.2028674628
6030,13,0.1675032269
6030,14,0.2522324901
6030,15,0.24463315
6030,16,0.075232762
6030,17,0.098906547
6030,18,0.1065413517
6030,19,0.1279353198
6030,20,0.3230492883
6030,21,0.704190023
6032,0,0.7303925557
6032,1,0.5782529111
6032,2,0.1890456423
6032,3,0.0171790978
6032,4,0.0040354223
6032,5,0.0072908631
6032,6,0.0391858406
6032,7,0.0331123147
6032,8,0.1534841596
6032,9,0.0868857617
6032,10,0.072296953
6032,11,0.2056948149
6032,12,0.2825800585
6032,13,0.7064010792
6032,14,0.4995729757
6032,15,0.1021493559
6032,16,0.2374289624
6032,17,0.1358866953
6032,18,0.2992687579
6032,19,0.2490206237
6032,20,0.10602867
6032,21,0.1036987839
6032,22,0.3344833501
6032,23,0.5814872412
