key,date,value
2014-09-30,11,0.0
2014-09-30,12,0.0
2014-09-30,13,0.0
2014-09-30,14,0.0
2014-09-30,15,0.24168056100051
2014-09-30,16,0.123112358938547
2014-09-30,17,0.171986285832643
2014-09-30,18,0.242113807753165
2014-09-30,19,0.0565819477211796
2014-09-30,20,0.0883273071847508
2014-09-30,21,0.0
2014-09-30,22,0.0
2014-10-01,11,0.41819650907258
2014-10-01,12,0.0852617184
2014-10-01,13,0.0363806365853659
2014-10-01,14,0.590739820895522
2014-10-01,15,0.0
2014-10-01,16,0.0
2014-10-01,17,0.0
2014-10-01,18,0.0
2014-10-01,19,0.0
2014-10-01,20,0.0
2014-10-01,21,0.0
2014-10-01,22,0.0
2014-10-14,11,0.0
2014-10-14,12,0.0
2014-10-14,13,0.0
2014-10-14,14,0.0
2014-10-14,15,0.0216266397547267
2014-10-14,16,0.0758919152915291
2014-10-14,17,0.0
2014-10-14,18,0.0971515173076923
2014-10-14,19,0.0
2014-10-14,20,0.186256412556054
2014-10-14,21,0.144183618574766
2014-10-14,22,0.142160799401198
2014-10-15,11,0.0
2014-10-15,12,0.0
2014-10-15,13,0.0
2014-10-15,14,0.129844453302961
2014-10-15,15,0.177964635985199
2014-10-15,16,0.650675
2014-10-15,17,0.0
2014-10-15,18,0.0
2014-10-15,19,0.0
2014-10-15,20,0.0
2014-10-15,21,0.0
2014-10-15,22,0.0
2014-10-16,11,0.0928053064195897
2014-10-16,12,0.0954959844290658
2014-10-16,13,0.0713760792270531
2014-10-16,14,0.77891652
2014-10-16,15,0.222215422164726
2014-10-16,16,0.163227933867736
2014-10-16,17,0.0
2014-10-16,18,0.0
2014-10-16,19,0.0
2014-10-16,20,0.0
2014-10-16,21,0.0
2014-10-16,22,0.0
2014-10-17,11,0.0
2014-10-17,12,0.185253586129754
2014-10-17,13,0.0
2014-10-17,14,0.0
2014-10-17,15,0.0
2014-10-17,16,0.0
2014-10-17,17,0.0
2014-10-17,18,0.0
2014-10-17,19,0.0
2014-10-17,20,0.0
2014-10-17,21,0.0
2014-10-17,22,0.0
